,congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,Congress,ID #,committees,bioguide
5008,83,House,7695.0,41,5,AL,100,0.0,1.0,"RAINS, Albert McKinley",R000018,1902.0,1991.0,-0.342,0.934,-31.804479999999998,0.7509999999999999,111.0,11.0,,-0.304,0.638,,,,
5009,83,House,7954.0,41,4,AL,100,0.0,1.0,"ROBERTS, Kenneth Allison",R000314,1912.0,1989.0,-0.282,0.895,-34.647420000000004,0.71,101.0,22.0,,-0.282,0.531,,,,
5010,83,House,8353.0,41,6,AL,100,0.0,1.0,"SELDEN, Armistead Inge, Jr.",S000232,1921.0,1985.0,-0.073,0.852,-37.10269,0.7340000000000001,120.0,16.0,,-0.149,0.8909999999999999,,,,
5011,83,House,7234.0,61,2,AZ,100,0.0,1.0,"PATTEN, Harold Ambrose",P000107,1907.0,1969.0,-0.099,0.406,-77.80837,0.456,99.0,47.0,,-0.21,0.892,,,,
5012,83,House,7845.0,61,1,AZ,200,0.0,1.0,"RHODES, John Jacob",R000188,1916.0,2003.0,0.225,-0.033,-42.198840000000004,0.6970000000000001,117.0,13.0,,0.297,-0.285,,,,
5013,83,House,3506.0,42,1,AR,100,0.0,1.0,"GATHINGS, Ezekiel Candler",G000098,1903.0,1979.0,0.012,0.978,-55.72863,0.611,113.0,34.0,,0.009000000000000001,0.581,,,,
5014,83,House,4110.0,42,4,AR,100,0.0,1.0,"HARRIS, Oren",H000249,1903.0,1997.0,-0.179,0.9490000000000001,-38.512890000000006,0.6609999999999999,93.0,15.0,,-0.07,0.856,,,,
5015,83,House,4244.0,42,5,AR,100,0.0,1.0,"HAYS, Lawrence Brooks",H000405,1898.0,1981.0,-0.26899999999999996,0.688,-49.05668,0.653,115.0,27.0,,-0.157,0.315,,,,
5016,83,House,6532.0,42,2,AR,100,0.0,1.0,"MILLS, Wilbur Daigh",M000778,1909.0,1992.0,-0.237,0.894,-58.95803000000001,0.607,118.0,32.0,,-0.14,0.99,,,,
5017,83,House,6958.0,42,6,AR,100,0.0,1.0,"NORRELL, William Frank",N000137,1896.0,1961.0,-0.038,0.9940000000000001,-42.15341,0.7,118.0,17.0,,0.052000000000000005,0.9990000000000001,,,,
5018,83,House,9473.0,42,3,AR,100,0.0,1.0,"TRIMBLE, James William",T000373,1894.0,1972.0,-0.397,0.91,-41.053709999999995,0.71,120.0,23.0,,-0.315,0.602,,,,
5019,83,House,116.0,71,7,CA,200,0.0,1.0,"ALLEN, John Joseph, Jr.",A000133,1899.0,1995.0,0.2,-0.39,-18.4365,0.855,118.0,3.0,,0.336,-0.695,,,,
5020,83,House,971.0,71,13,CA,200,0.0,1.0,"BRAMBLETT, Ernest King",B000762,1901.0,1966.0,0.3,-0.14300000000000002,-32.06303,0.753,113.0,16.0,,0.28,-0.292,,,,
5021,83,House,1977.0,71,6,CA,100,0.0,1.0,"CONDON, Robert Likens",C000674,1912.0,1976.0,-0.5660000000000001,0.332,-20.91575,0.8059999999999999,97.0,7.0,,-0.569,0.344,,,,
5022,83,House,2713.0,71,23,CA,100,0.0,1.0,"DOYLE, Clyde Gilman",D000481,1887.0,1963.0,-0.368,0.134,-29.711009999999998,0.752,104.0,15.0,,-0.27699999999999997,0.239,,,,
5023,83,House,2965.0,71,2,CA,100,0.0,1.0,"ENGLE, Clair",E000181,1911.0,1964.0,-0.21899999999999997,0.096,-49.31269,0.644,112.0,24.0,,-0.18899999999999997,0.152,,,,
5024,83,House,3867.0,71,10,CA,200,0.0,1.0,"GUBSER, Charles Samuel",G000512,1916.0,2011.0,0.205,-0.17800000000000002,-27.71586,0.7659999999999999,104.0,5.0,,0.235,-0.531,,,,
5025,83,House,3901.0,71,14,CA,100,0.0,1.0,"HAGEN, Harlan Francis",H000013,1914.0,1990.0,-0.26899999999999996,0.13,-41.89895,0.6970000000000001,116.0,21.0,,-0.258,0.156,,,,
5026,83,House,4388.0,71,21,CA,200,0.0,1.0,"HIESTAND, Edgar Willard",H000568,1888.0,1970.0,0.49,-0.14300000000000002,-26.733309999999996,0.7929999999999999,115.0,11.0,,0.368,-0.183,,,,
5027,83,House,4437.0,71,25,CA,200,0.0,1.0,"HILLINGS, Patrick Jerome",H000623,1923.0,1994.0,0.253,-0.418,-20.72464,0.8240000000000001,107.0,6.0,,0.322,-0.65,,,,
5028,83,House,4450.0,71,20,CA,200,0.0,1.0,"HINSHAW, John Carl Williams",H000640,1894.0,1956.0,0.14800000000000002,-0.284,-28.66781,0.753,101.0,10.0,,0.204,-0.392,,,,
5029,83,House,4514.0,71,19,CA,100,0.0,1.0,"HOLIFIELD, Chester Earl",H000713,1903.0,1995.0,-0.467,0.218,-30.434620000000002,0.74,101.0,11.0,,-0.39899999999999997,0.304,,,,
5030,83,House,4543.0,71,22,CA,200,0.0,1.0,"HOLT, Joseph Franklin, III",H000746,1924.0,1997.0,0.271,-0.23,-18.32883,0.85,113.0,3.0,,0.295,-0.521,,,,
5031,83,House,4592.0,71,18,CA,200,0.0,1.0,"HOSMER, Craig",H000802,1915.0,1982.0,0.276,-0.292,-19.01585,0.8440000000000001,112.0,4.0,,0.29600000000000004,-0.49200000000000005,,,,
5032,83,House,4751.0,71,12,CA,200,0.0,1.0,"HUNTER, Allan Oakley",H000979,1916.0,1995.0,0.233,-0.127,-23.75059,0.804,109.0,7.0,,0.456,-0.515,,,,
5033,83,House,4846.0,71,16,CA,200,0.0,1.0,"JACKSON, Donald Lester",J000008,1910.0,1981.0,0.312,-0.28,-32.86392,0.738,108.0,13.0,,0.336,-0.57,,,,
5034,83,House,4976.0,71,11,CA,200,0.0,1.0,"JOHNSON, Justin Leroy",J000157,1888.0,1961.0,0.099,-0.21,-28.51019,0.768,108.0,10.0,,0.23600000000000002,-0.532,,,,
5035,83,House,5255.0,71,17,CA,100,0.0,1.0,"KING, Cecil Rhodes",K000196,1898.0,1974.0,-0.46799999999999997,0.14400000000000002,-35.73595,0.727,112.0,16.0,,-0.29100000000000004,0.08199999999999999,,,,
5036,83,House,5694.0,71,24,CA,200,2.0,2.0,"LIPSCOMB, Glenard Paul",L000344,1915.0,1970.0,0.358,-0.001,-11.05671,0.8079999999999999,52.0,5.0,,0.306,-0.386,,,,
5037,83,House,5929.0,71,4,CA,200,0.0,1.0,"MAILLIARD, William Somers",M000070,1917.0,1992.0,0.11699999999999999,-0.484,-22.63113,0.797,100.0,9.0,,0.165,-0.601,,,,
5038,83,House,6220.0,71,15,CA,200,0.0,1.0,"McDONOUGH, Gordon Leo",M000414,1895.0,1968.0,0.205,-0.25,-26.02121,0.7979999999999999,115.0,10.0,,0.239,-0.317,,,,
5039,83,House,6483.0,71,8,CA,100,0.0,1.0,"MILLER, George Paul",M000727,1891.0,1982.0,-0.426,0.204,-21.3628,0.809,101.0,11.0,,-0.469,0.23600000000000002,,,,
5040,83,House,6756.0,71,3,CA,100,0.0,1.0,"MOSS, John Emerson",M001035,1915.0,1997.0,-0.5820000000000001,0.191,-34.79,0.7390000000000001,115.0,15.0,,-0.359,0.142,,,,
5041,83,House,7415.0,71,29,CA,200,0.0,1.0,"PHILLIPS, John",P000309,1887.0,1983.0,0.474,-0.21899999999999997,-23.9429,0.7959999999999999,105.0,11.0,,0.648,-0.09300000000000001,,,,
5042,83,House,7566.0,71,24,CA,200,1.0,1.0,"POULSON, C. Norris",P000475,1895.0,1982.0,0.207,-0.424,,,,,,0.46,-0.462,,,,
5043,83,House,8322.0,71,1,CA,200,0.0,1.0,"SCUDDER, Hubert Baxter",S000198,1888.0,1968.0,0.29100000000000004,-0.34700000000000003,-19.355079999999997,0.84,111.0,5.0,,0.26899999999999996,-0.35600000000000004,,,,
5044,83,House,8437.0,71,5,CA,100,0.0,1.0,"SHELLEY, John Francis",S000327,1905.0,1974.0,-0.455,0.105,-31.7086,0.741,106.0,16.0,,-0.335,0.21100000000000002,,,,
5045,83,House,8444.0,71,27,CA,100,0.0,1.0,"SHEPPARD, Harry Richard",S000335,1885.0,1969.0,-0.27,0.27899999999999997,-43.10155,0.6609999999999999,104.0,23.0,,-0.271,0.6970000000000001,,,,
5046,83,House,9578.0,71,28,CA,200,0.0,1.0,"UTT, James Boyd",U000034,1899.0,1970.0,0.484,0.24600000000000002,-38.9973,0.708,113.0,20.0,,0.491,-0.105,,,,
5047,83,House,10249.0,71,30,CA,200,0.0,1.0,"WILSON, Robert Carlton (Bob)",W000610,1916.0,1999.0,0.264,-0.265,-30.02682,0.763,111.0,11.0,,0.267,-0.526,,,,
5048,83,House,10431.0,71,26,CA,100,0.0,1.0,"YORTY, Samuel William",Y000024,1909.0,1998.0,-0.31,0.122,-30.0327,0.736,98.0,16.0,,-0.282,0.21600000000000003,,,,
5049,83,House,10461.0,71,9,CA,200,0.0,1.0,"YOUNGER, Jesse Arthur",Y000060,1893.0,1967.0,0.29600000000000004,-0.285,-22.139020000000002,0.825,115.0,4.0,,0.33399999999999996,-0.68,,,,
5050,83,House,275.0,62,4,CO,100,0.0,1.0,"ASPINALL, Wayne Norviel",A000225,1896.0,1983.0,-0.315,0.45399999999999996,-52.56766999999999,0.643,119.0,26.0,,-0.281,0.20600000000000002,,,,
5051,83,House,1684.0,62,3,CO,200,0.0,1.0,"CHENOWETH, John Edgar",C000346,1897.0,1986.0,0.184,-0.11599999999999999,-35.75245,0.74,119.0,19.0,,0.287,-0.253,,,,
5052,83,House,4429.0,62,2,CO,200,0.0,1.0,"HILL, William Silas",H000613,1886.0,1972.0,0.247,-0.07,-28.1484,0.767,106.0,14.0,,0.20600000000000002,-0.151,,,,
5053,83,House,8021.0,62,1,CO,100,0.0,1.0,"ROGERS, Byron Giles",R000389,1900.0,1983.0,-0.28,0.171,-49.25854,0.6609999999999999,119.0,28.0,,-0.19699999999999998,-0.037000000000000005,,,,
5054,83,House,2174.0,1,3,CT,200,0.0,1.0,"CRETELLA, Albert William",C000905,1897.0,1979.0,0.127,-0.631,-34.33056,0.738,113.0,19.0,,0.075,-0.494,,,,
5055,83,House,2636.0,1,1,CT,100,0.0,1.0,"DODD, Thomas Joseph",D000390,1907.0,1971.0,-0.21600000000000003,-0.034,-36.90011,0.696,102.0,17.0,,-0.317,0.034,,,,
5056,83,House,6664.0,1,4,CT,200,0.0,1.0,"MORANO, Albert Paul",M000935,1908.0,1987.0,0.062,-0.8290000000000001,-29.90462,0.7559999999999999,107.0,14.0,,0.078,-0.75,,,,
5057,83,House,7245.0,1,5,CT,200,0.0,1.0,"PATTERSON, James Thomas",P000119,1908.0,1989.0,0.085,-0.662,-27.999679999999998,0.76,102.0,11.0,,0.131,-0.59,,,,
5058,83,House,8170.0,1,99,CT,200,0.0,1.0,"SADLAK, Antoni Nicholas",S000009,1908.0,1969.0,0.163,-0.536,-27.84774,0.782,113.0,15.0,,0.122,-0.496,,,,
5059,83,House,8346.0,1,2,CT,200,0.0,1.0,"SEELY-BROWN, Horace, Jr.",S000224,1908.0,1982.0,0.057999999999999996,-0.648,-30.188390000000002,0.767,114.0,15.0,,0.036000000000000004,-0.47600000000000003,,,,
5060,83,House,9804.0,11,1,DE,200,0.0,1.0,"WARBURTON, Herbert Birchby",W000123,1916.0,1983.0,0.33299999999999996,-0.705,-15.68286,0.868,111.0,4.0,,0.332,-0.7090000000000001,,,,
5061,83,House,633.0,43,2,FL,100,0.0,1.0,"BENNETT, Charles Edward",B000371,1910.0,2003.0,-0.08800000000000001,0.42100000000000004,-64.00881,0.5870000000000001,120.0,29.0,,-0.11599999999999999,0.757,,,,
5062,83,House,1445.0,43,1,FL,100,0.0,1.0,"CAMPBELL, Courtney Warren",C000080,1895.0,1971.0,-0.055999999999999994,0.335,-44.128170000000004,0.6859999999999999,117.0,22.0,,-0.055,0.311,,,,
5063,83,House,3929.0,43,7,FL,100,0.0,1.0,"HALEY, James Andrew",H000041,1899.0,1981.0,0.098,0.6940000000000001,-57.20341,0.597,111.0,25.0,,-0.032,0.5710000000000001,,,,
5064,83,House,4354.0,43,5,FL,100,0.0,1.0,"HERLONG, Albert Sydney, Jr.",H000530,1909.0,1995.0,-0.006999999999999999,0.74,-44.77258,0.67,112.0,23.0,,0.011000000000000001,0.72,,,,
5065,83,House,5471.0,43,4,FL,100,0.0,1.0,"LANTAFF, William Courtland",L000089,1913.0,1970.0,-0.107,0.431,-55.587559999999996,0.586,104.0,24.0,,-0.105,0.4,,,,
5066,83,House,6084.0,43,8,FL,100,0.0,1.0,"MATTHEWS, Donald Ray (Billy)",M000253,1907.0,1997.0,-0.17600000000000002,0.9840000000000001,-36.88665,0.733,119.0,17.0,,-0.11699999999999999,0.863,,,,
5067,83,House,8023.0,43,6,FL,100,0.0,1.0,"ROGERS, Dwight Laing",R000391,1886.0,1954.0,-0.06,0.851,-57.512969999999996,0.609,116.0,29.0,,0.024,0.589,,,,
5068,83,House,8507.0,43,3,FL,100,0.0,1.0,"SIKES, Robert Lee Fulton",S000406,1906.0,1994.0,-0.128,0.9259999999999999,-34.542229999999996,0.722,106.0,14.0,,-0.124,0.899,,,,
5069,83,House,1130.0,44,10,GA,100,0.0,1.0,"BROWN, Paul",B000940,1880.0,1961.0,-0.191,0.982,-33.91708,0.754,120.0,13.0,,-0.196,0.8640000000000001,,,,
5070,83,House,1439.0,44,4,GA,100,0.0,1.0,"CAMP, Albert Sidney",C000070,1892.0,1954.0,-0.18,0.9840000000000001,-25.458920000000003,0.741,85.0,10.0,,-0.196,0.981,,,,
5071,83,House,2389.0,44,5,GA,100,0.0,1.0,"DAVIS, James Curran",D000109,1895.0,1981.0,0.08,0.997,-44.395590000000006,0.665,109.0,24.0,,-0.083,0.978,,,,
5072,83,House,3286.0,44,3,GA,100,0.0,1.0,"FORRESTER, Elijah Lewis",F000283,1896.0,1970.0,-0.040999999999999995,0.9990000000000001,-37.7055,0.722,116.0,13.0,,-0.141,0.99,,,,
5073,83,House,5436.0,44,9,GA,100,0.0,1.0,"LANDRUM, Phillip Mitchell",L000054,1907.0,1990.0,-0.134,0.991,-33.46928,0.738,110.0,12.0,,-0.113,0.9940000000000001,,,,
5074,83,House,5459.0,44,7,GA,100,0.0,1.0,"LANHAM, Henderson Lovelace",L000077,1888.0,1957.0,-0.36200000000000004,0.898,-32.25022,0.75,112.0,15.0,,-0.36700000000000005,0.759,,,,
5075,83,House,7450.0,44,2,GA,100,0.0,2.0,"PILCHER, John Leonard",P000349,1898.0,1981.0,-0.174,0.985,-31.99564,0.7440000000000001,108.0,13.0,,-0.259,0.966,,,,
5076,83,House,7605.0,44,1,GA,100,0.0,1.0,"PRESTON, Prince Hulon, Jr.",P000516,1908.0,1961.0,-0.19399999999999998,0.981,-31.86655,0.7340000000000001,103.0,13.0,,-0.215,0.8859999999999999,,,,
5077,83,House,9677.0,44,6,GA,100,0.0,1.0,"VINSON, Carl",V000105,1883.0,1981.0,-0.212,0.728,-31.18873,0.725,97.0,12.0,,-0.161,0.667,,,,
5078,83,House,9996.0,44,8,GA,100,0.0,1.0,"WHEELER, William McDonald (Don)",W000342,1915.0,1989.0,0.087,0.996,-28.693959999999997,0.722,88.0,13.0,,-0.002,1.0,,,,
5079,83,House,1215.0,63,2,ID,200,0.0,1.0,"BUDGE, Hamer Harold",B001035,1910.0,2003.0,0.45799999999999996,0.16699999999999998,-29.397920000000003,0.7809999999999999,119.0,12.0,,0.535,-0.003,,,,
5080,83,House,7392.0,63,1,ID,100,0.0,1.0,"PFOST, Gracie Bowers",P000287,1906.0,1965.0,-0.41100000000000003,0.556,-36.78248,0.736,120.0,22.0,,-0.348,0.159,,,,
5081,83,House,121.0,21,16,IL,200,0.0,1.0,"ALLEN, Leo Elwood",A000138,1898.0,1973.0,0.384,-0.091,-33.61578,0.748,116.0,19.0,,0.366,-0.662,,,,
5082,83,House,226.0,21,17,IL,200,0.0,1.0,"ARENDS, Leslie Cornelius",A000216,1895.0,1985.0,0.301,-0.187,-26.88097,0.7959999999999999,118.0,8.0,,0.409,-0.7290000000000001,,,,
5083,83,House,731.0,21,25,IL,200,0.0,1.0,"BISHOP, Cecil William (Runt)",B000486,1890.0,1971.0,0.609,-0.7929999999999999,-59.400969999999994,0.599,116.0,27.0,,0.525,0.071,,,,
5084,83,House,912.0,21,7,IL,100,0.0,2.0,"BOWLER, James Bernard",B000698,1875.0,1957.0,-0.506,0.125,-11.76229,0.841,68.0,2.0,,-0.511,0.18100000000000002,,,,
5085,83,House,1324.0,21,3,IL,200,0.0,1.0,"BUSBEY, Fred Ernst",B001161,1895.0,1966.0,0.509,-0.239,-31.211270000000003,0.7390000000000001,103.0,14.0,,0.627,0.122,,,,
5086,83,House,1702.0,21,19,IL,200,0.0,1.0,"CHIPERFIELD, Robert Bruce",C000365,1899.0,1971.0,0.324,-0.306,-25.00909,0.779,100.0,10.0,,0.264,-0.185,,,,
5087,83,House,1722.0,21,13,IL,200,0.0,1.0,"CHURCH, Marguerite Stitt",C000389,1892.0,1990.0,0.307,-0.08199999999999999,-34.718090000000004,0.7390000000000001,115.0,15.0,,0.32299999999999995,0.10400000000000001,,,,
5088,83,House,2433.0,21,1,IL,100,0.0,1.0,"DAWSON, William Levi",D000158,1886.0,1970.0,-0.527,0.10099999999999999,-13.76077,0.8540000000000001,87.0,5.0,,-0.616,0.013000000000000001,,,,
5089,83,House,3700.0,21,8,IL,100,0.0,1.0,"GORDON, Thomas Sylvy",G000316,1893.0,1959.0,-0.45,-0.145,-18.76595,0.8490000000000001,115.0,7.0,,-0.5429999999999999,0.003,,,,
5090,83,House,4493.0,21,10,IL,200,0.0,1.0,"HOFFMAN, Richard William",H000689,1893.0,1975.0,0.324,-0.158,-23.8738,0.789,101.0,8.0,,0.446,-0.134,,,,
5091,83,House,5020.0,21,12,IL,200,0.0,1.0,"JONAS, Edgar Allan",J000207,1885.0,1965.0,0.281,-0.268,-38.59104,0.7,108.0,20.0,,0.335,0.027999999999999997,,,,
5092,83,House,5326.0,21,5,IL,100,0.0,1.0,"KLUCZYNSKI, John Carl",K000273,1896.0,1975.0,-0.382,0.237,-21.94762,0.81,104.0,6.0,,-0.428,0.065,,,,
5093,83,House,5884.0,21,21,IL,100,0.0,1.0,"MACK, Peter Francis, Jr.",M000020,1916.0,1986.0,-0.306,0.126,-29.64885,0.75,103.0,13.0,,-0.429,-0.04,,,,
5094,83,House,6061.0,21,15,IL,200,0.0,1.0,"MASON, Noah Morgan",M000224,1882.0,1965.0,0.63,0.228,-47.366690000000006,0.623,100.0,21.0,,0.907,0.42200000000000004,,,,
5095,83,House,6389.0,21,4,IL,200,0.0,1.0,"McVEY, William Estus",M000609,1885.0,1958.0,0.41100000000000003,-0.021,-25.43606,0.773,99.0,8.0,,0.462,0.03,,,,
5096,83,House,7004.0,21,6,IL,100,0.0,1.0,"O'BRIEN, Thomas Joseph",O000016,1878.0,1964.0,-0.365,-0.223,-21.506729999999997,0.831,116.0,7.0,,-0.518,-0.035,,,,
5097,83,House,7041.0,21,2,IL,100,0.0,1.0,"O'HARA, Barratt",O000053,1882.0,1969.0,-0.511,-0.142,-23.04758,0.825,120.0,6.0,,-0.547,0.013999999999999999,,,,
5098,83,House,7610.0,21,24,IL,100,0.0,1.0,"PRICE, Charles Melvin",P000522,1905.0,1988.0,-0.429,0.34600000000000003,-23.598779999999998,0.82,119.0,10.0,,-0.424,0.046,,,,
5099,83,House,7779.0,21,14,IL,200,0.0,1.0,"REED, Chauncey William",R000111,1890.0,1956.0,0.384,-0.27899999999999997,-20.39575,0.81,97.0,8.0,,0.56,-0.297,,,,
5100,83,House,8426.0,21,11,IL,200,0.0,1.0,"SHEEHAN, Timothy Patrick",S000315,1909.0,2000.0,0.298,-0.171,-34.89248,0.7,98.0,19.0,,0.39,-0.163,,,,
5101,83,House,8533.0,21,20,IL,200,0.0,1.0,"SIMPSON, Sidney Elmer",S000437,1894.0,1958.0,0.309,0.096,-35.942370000000004,0.736,117.0,15.0,,0.293,0.27699999999999997,,,,
5102,83,House,8814.0,21,22,IL,200,0.0,1.0,"SPRINGER, William Lee",S000756,1909.0,1992.0,0.185,-0.18600000000000003,-35.4125,0.7290000000000001,112.0,13.0,,0.122,-0.292,,,,
5103,83,House,9657.0,21,18,IL,200,0.0,1.0,"VELDE, Harold Himmel",V000082,1910.0,1985.0,0.402,-0.09300000000000001,-29.19353,0.767,110.0,12.0,,0.44799999999999995,0.027000000000000003,,,,
5104,83,House,9693.0,21,23,IL,200,0.0,1.0,"VURSELL, Charles Wesley",V000125,1881.0,1974.0,0.439,-0.214,-27.03053,0.769,103.0,12.0,,0.318,-0.20199999999999999,,,,
5105,83,House,10421.0,21,9,IL,100,0.0,1.0,"YATES, Sidney Richard",Y000013,1909.0,2000.0,-0.494,-0.494,-30.33976,0.753,107.0,11.0,,-0.43700000000000006,-0.22,,,,
5106,83,House,18.0,22,4,IN,200,0.0,1.0,"ADAIR, Edwin Ross",A000024,1907.0,1983.0,0.267,-0.002,-37.81256,0.718,114.0,20.0,,0.23600000000000002,0.126,,,,
5107,83,House,550.0,22,5,IN,200,0.0,1.0,"BEAMER, John Valentine",B000276,1896.0,1964.0,0.33399999999999996,-0.038,-27.21694,0.789,115.0,11.0,,0.36,-0.033,,,,
5108,83,House,986.0,22,7,IN,200,0.0,1.0,"BRAY, William Gilmer",B000778,1903.0,1979.0,0.235,0.109,-77.42689,0.501,112.0,32.0,,0.109,-0.109,,,,
5109,83,House,1152.0,22,11,IN,200,0.0,1.0,"BROWNSON, Charles Bruce",B000964,1914.0,1988.0,0.285,-0.198,-36.843740000000004,0.726,115.0,18.0,,0.20800000000000002,-0.35600000000000004,,,,
5110,83,House,2227.0,22,3,IN,200,0.0,1.0,"CRUMPACKER, Shepard J., Jr.",C000960,1917.0,1986.0,0.257,-0.18600000000000003,-38.699940000000005,0.72,118.0,19.0,,0.29,-0.171,,,,
5111,83,House,3963.0,22,2,IN,200,0.0,1.0,"HALLECK, Charles Abraham",H000081,1900.0,1986.0,0.272,-0.28800000000000003,-29.488329999999998,0.7809999999999999,119.0,10.0,,0.317,-0.7659999999999999,,,,
5112,83,House,4050.0,22,6,IN,200,0.0,1.0,"HARDEN, Cecil Murray",H000182,1894.0,1984.0,0.268,-0.21600000000000003,-35.57094,0.743,120.0,14.0,,0.214,-0.37799999999999995,,,,
5113,83,House,4165.0,22,10,IN,200,0.0,1.0,"HARVEY, Ralph",H000310,1901.0,1991.0,0.305,-0.011000000000000001,-25.03615,0.7959999999999999,110.0,9.0,,0.297,0.004,,,,
5114,83,House,5900.0,22,1,IN,100,0.0,1.0,"MADDEN, Ray John",M000039,1892.0,1987.0,-0.42200000000000004,0.03,-16.53351,0.8590000000000001,109.0,5.0,,-0.539,0.017,,,,
5115,83,House,6429.0,22,8,IN,200,0.0,1.0,"MERRILL, D. Bailey",M000656,1912.0,1993.0,0.27399999999999997,-0.45,-24.38242,0.812,117.0,8.0,,0.28600000000000003,-0.521,,,,
5116,83,House,10212.0,22,9,IN,200,0.0,1.0,"WILSON, Earl",W000572,1906.0,1990.0,0.358,-0.083,-39.994440000000004,0.6859999999999999,106.0,19.0,,0.226,-0.003,,,,
5117,83,House,2256.0,31,5,IA,200,0.0,1.0,"CUNNINGHAM, Paul Harvey",C000993,1890.0,1961.0,0.192,-0.191,-32.63345,0.7490000000000001,113.0,14.0,,0.17600000000000002,-0.10300000000000001,,,,
5118,83,House,2647.0,31,6,IA,200,0.0,1.0,"DOLLIVER, James Isaac",D000403,1894.0,1978.0,0.278,0.063,-22.95076,0.7240000000000001,71.0,10.0,,0.336,0.33399999999999996,,,,
5119,83,House,3853.0,31,3,IA,200,0.0,1.0,"GROSS, Harold Royce",G000495,1899.0,1987.0,0.955,0.298,-126.12051000000001,0.34700000000000003,119.0,44.0,,0.099,0.584,,,,
5120,83,House,4482.0,31,8,IA,200,0.0,1.0,"HOEVEN, Charles Bernard",H000678,1895.0,1980.0,0.317,0.009000000000000001,-28.364240000000002,0.7709999999999999,109.0,11.0,,0.33799999999999997,0.21100000000000002,,,,
5121,83,House,4928.0,31,7,IA,200,0.0,1.0,"JENSEN, Benton Franklin",J000100,1892.0,1970.0,0.386,0.23800000000000002,-34.61548,0.721,106.0,13.0,,0.446,-0.10099999999999999,,,,
5122,83,House,5552.0,31,4,IA,200,0.0,1.0,"LE COMPTE, Karl Miles",L000157,1887.0,1972.0,0.267,-0.068,-29.993809999999996,0.763,111.0,13.0,,0.28800000000000003,-0.215,,,,
5123,83,House,6039.0,31,1,IA,200,0.0,1.0,"MARTIN, Thomas Ellsworth",M000199,1893.0,1971.0,0.304,-0.17,-25.08545,0.7759999999999999,99.0,14.0,,0.358,-0.009000000000000001,,,,
5124,83,House,9168.0,31,2,IA,200,0.0,1.0,"TALLE, Henry Oscar",T000028,1892.0,1969.0,0.27,-0.037000000000000005,-33.98917,0.753,120.0,17.0,,0.315,0.07,,,,
5125,83,House,3534.0,32,3,KS,200,0.0,1.0,"GEORGE, Myron Virgil",G000129,1900.0,1972.0,0.268,-0.038,-47.393209999999996,0.6709999999999999,119.0,20.0,,0.195,-0.092,,,,
5126,83,House,4562.0,32,5,KS,200,0.0,1.0,"HOPE, Clifford Ragsdale",H000768,1893.0,1970.0,0.231,0.095,-40.18363,0.6990000000000001,112.0,22.0,,0.183,-0.275,,,,
5127,83,House,6485.0,32,1,KS,100,0.0,1.0,"MILLER, Howard Shultz",M000729,1879.0,1970.0,-0.22699999999999998,0.225,-48.28451,0.645,110.0,24.0,,-0.225,0.21,,,,
5128,83,House,7799.0,32,4,KS,200,0.0,1.0,"REES, Edward Herbert",R000132,1886.0,1969.0,0.349,-0.09,-43.57562,0.695,120.0,17.0,,0.28600000000000003,0.09,,,,
5129,83,House,8318.0,32,2,KS,200,0.0,1.0,"SCRIVNER, Errett Power",S000194,1898.0,1978.0,0.48700000000000004,-0.124,-20.05557,0.823,103.0,7.0,,0.48100000000000004,0.032,,,,
5130,83,House,8709.0,32,6,KS,200,0.0,1.0,"SMITH, Wint",S000640,1892.0,1976.0,0.5529999999999999,0.677,-32.72482,0.75,114.0,15.0,,0.514,0.792,,,,
5131,83,House,1682.0,51,4,KY,100,0.0,1.0,"CHELF, Frank Leslie",C000342,1907.0,1982.0,-0.215,0.634,-27.824340000000003,0.7440000000000001,94.0,12.0,,-0.258,0.574,,,,
5132,83,House,3649.0,51,8,KY,200,0.0,1.0,"GOLDEN, James Stephen",G000258,1891.0,1971.0,0.294,-0.172,-31.61182,0.738,104.0,16.0,,0.376,-0.005,,,,
5133,83,House,3809.0,51,1,KY,100,0.0,1.0,"GREGORY, Noble Jones",G000447,1897.0,1971.0,-0.267,0.945,-39.769729999999996,0.6940000000000001,109.0,20.0,,-0.2,0.763,,,,
5134,83,House,6845.0,51,2,KY,100,2.0,2.0,"NATCHER, William Huston",N000009,1909.0,1994.0,-0.28800000000000003,0.575,-19.729,0.716,59.0,10.0,,-0.17600000000000002,0.304,,,,
5135,83,House,7343.0,51,7,KY,100,0.0,1.0,"PERKINS, Carl Dewey",P000230,1912.0,1984.0,-0.34299999999999997,0.332,-36.4283,0.695,100.0,14.0,,-0.455,-0.087,,,,
5136,83,House,7997.0,51,3,KY,200,0.0,1.0,"ROBSION, John Marshall, Jr.",R000359,1904.0,1990.0,0.11800000000000001,-0.276,-31.46132,0.755,112.0,13.0,,0.11900000000000001,-0.503,,,,
5137,83,House,8778.0,51,5,KY,100,0.0,1.0,"SPENCE, Brent",S000717,1874.0,1967.0,-0.35100000000000003,0.384,-31.77937,0.745,108.0,13.0,,-0.37,0.41200000000000003,,,,
